submission_date,state,tot_cases,new_case,tot_death,created_at
2021-09-08T00:00:00.000,AZ,1037012,2222.0,19079,2021-09-09T14:36:12.589
2020-02-29T00:00:00.000,AZ,1,0.0,0,2020-03-26T16:22:39.452
2021-02-20T00:00:00.000,AZ,806668,2050.0,15480,2021-02-21T14:57:50.842
2020-08-31T00:00:00.000,AZ,201918,175.0,5029,2020-09-01T14:09:34.811
2021-05-10T00:00:00.000,AZ,869472,642.0,17409,2021-05-11T13:53:24.290
2020-01-22T00:00:00.000,AZ,0,0,0,2020-03-26T16:22:39.452
2021-07-16T00:00:00.000,AZ,906116,1251.0,18100,2021-07-17T13:43:02.763
2020-05-13T00:00:00.000,AZ,12176,440.0,594,2020-05-14T17:25:44.000
2020-11-28T00:00:00.000,AZ,323027,4139.0,6624,2020-11-29T14:49:08.286
2020-08-29T00:00:00.000,AZ,201368,630.0,5007,2020-08-30T14:49:52.418
2020-02-13T00:00:00.000,AZ,1,0.0,0,2020-03-26T16:22:39.452
2021-01-26T00:00:00.000,AZ,733073,4751.0,12448,2021-01-27T14:53:24.793
2021-04-03T00:00:00.000,AZ,844463,706.0,16991,2021-04-04T13:43:43.841
2021-05-29T00:00:00.000,AZ,880466,557.0,17628,2021-05-30T13:32:12.197
2020-05-23T00:00:00.000,AZ,16039,431.0,799,2020-05-24T14:15:55.571
2021-03-13T00:00:00.000,AZ,832719,262.0,16546,2021-03-14T13:53:25.106
2020-03-02T00:00:00.000,AZ,1,0.0,0,2020-03-26T16:22:39.452
2020-08-12T00:00:00.000,AZ,189507,707.0,4347,2020-08-13T14:12:28.259
2020-12-26T00:00:00.000,AZ,493378,6109.0,8424,2020-12-27T14:44:47.209
2021-03-18T00:00:00.000,AZ,835232,284.0,16645,2021-03-19T14:25:43.135
2021-08-06T00:00:00.000,AZ,940762,2826.0,18342,2021-08-07T14:00:45.465
2021-08-02T00:00:00.000,AZ,931387,1846.0,18252,2021-08-03T14:29:23.404
2021-06-18T00:00:00.000,AZ,888800,463.0,17820,2021-06-18T13:48:26.536
2021-09-17T00:00:00.000,AZ,1061604,2830.0,19379,2021-09-18T13:43:14.051
2021-04-11T00:00:00.000,AZ,849561,540.0,17086,2021-04-12T13:39:29.511
2020-07-07T00:00:00.000,AZ,105122,3654.0,1927,2020-07-08T14:12:08.319
2020-11-11T00:00:00.000,AZ,265365,2033.0,6228,2020-11-12T14:55:21.007
2020-10-07T00:00:00.000,AZ,222658,605.0,5733,2020-10-08T13:56:57.885
2020-09-01T00:00:00.000,AZ,202426,508.0,5044,2020-09-02T13:49:48.945
2021-08-14T00:00:00.000,AZ,962410,3418.0,18462,2021-08-16T12:55:48.962
2020-12-24T00:00:00.000,AZ,474328,727.0,8294,2020-12-25T14:25:34.696
2021-06-09T00:00:00.000,AZ,885042,433.0,17715,2021-06-10T14:48:23.402
2020-06-23T00:00:00.000,AZ,58193,3594.0,1384,2020-06-24T15:03:27.381
2020-06-03T00:00:00.000,AZ,22223,973.0,981,2020-06-04T15:03:31.977
2020-02-26T00:00:00.000,AZ,1,0.0,0,2020-03-26T16:22:39.452
2021-01-14T00:00:00.000,AZ,649434,7314.0,10855,2021-01-15T14:46:04.456
2021-03-28T00:00:00.000,AZ,840513,554.0,16918,2021-03-29T13:48:56.473
2020-08-10T00:00:00.000,AZ,187585,601.0,4154,2020-08-11T14:16:27.891
2021-02-03T00:00:00.000,AZ,767833,2299.0,13576,2021-02-04T14:53:58.929
2021-07-03T00:00:00.000,AZ,896518,645.0,17975,2021-07-05T13:25:13.278
2020-08-28T00:00:00.000,AZ,200738,520.0,4978,2020-08-29T13:42:50.366
2021-04-24T00:00:00.000,AZ,858076,729.0,17260,2021-04-25T13:42:01.135
2021-06-15T00:00:00.000,AZ,887569,423.0,17779,2021-06-16T15:10:20.490
2021-04-04T00:00:00.000,AZ,844927,464.0,16990,2021-04-05T13:43:02.042
2021-08-20T00:00:00.000,AZ,979580,3109.0,18561,2021-08-21T13:25:01.728
2020-03-20T00:00:00.000,AZ,63,19.0,1,2020-03-26T16:22:39.452
2020-05-06T00:00:00.000,AZ,9707,402.0,426,2020-05-07T22:59:02.953
2020-07-21T00:00:00.000,AZ,148725,3501.0,2918,2020-07-22T14:51:28.800
2020-11-05T00:00:00.000,AZ,252952,2138.0,6087,2020-11-06T15:33:41.082
2020-04-11T00:00:00.000,AZ,3393,281.0,108,2020-04-10T16:22:39.452
2020-08-09T00:00:00.000,AZ,186984,817.0,4150,2020-08-10T14:23:35.555
2021-02-01T00:00:00.000,AZ,762593,3744.0,13124,2021-02-02T14:51:51.706
2021-09-30T00:00:00.000,AZ,1093583,2744.0,19984,2021-10-01T13:23:39.586
2020-02-06T00:00:00.000,AZ,1,0.0,0,2020-03-26T16:22:39.452
2021-04-25T00:00:00.000,AZ,858737,661.0,17268,2021-04-26T13:45:41.711
2021-08-10T00:00:00.000,AZ,950827,2582.0,18400,2021-08-11T15:30:51.957
2021-08-17T00:00:00.000,AZ,970523,2661.0,18467,2021-08-18T14:45:06.728
2020-07-22T00:00:00.000,AZ,150652,1927.0,2974,2020-07-23T14:48:19.028
2021-07-24T00:00:00.000,AZ,915660,1528.0,18170,2021-07-26T13:16:36.357
2020-05-20T00:00:00.000,AZ,14897,331.0,747,2020-05-21T15:41:38.000
2021-07-31T00:00:00.000,AZ,927235,2066.0,18246,2021-08-02T12:48:14.485
2020-09-27T00:00:00.000,AZ,217347,412.0,5623,2020-09-28T13:50:59.474
2021-04-27T00:00:00.000,AZ,860169,682.0,17276,2021-04-28T15:20:12.714
2020-12-28T00:00:00.000,AZ,504766,10089.0,8469,2020-12-29T14:56:32.090
2020-05-29T00:00:00.000,AZ,18465,702.0,885,2020-05-30T15:47:59.813
2020-03-09T00:00:00.000,AZ,6,1.0,0,2020-03-26T16:22:39.452
2020-12-27T00:00:00.000,AZ,494677,1299.0,8427,2020-12-28T14:42:49.996
2020-06-04T00:00:00.000,AZ,22753,530.0,996,2020-06-05T15:17:07.242
2021-06-13T00:00:00.000,AZ,886752,348.0,17768,2021-06-14T15:07:59.968
2021-06-21T00:00:00.000,AZ,890111,384.0,17843,2021-06-22T14:36:11.498
2021-09-24T00:00:00.000,AZ,1078874,2998.0,19737,2021-09-25T13:25:43.343
2020-07-26T00:00:00.000,AZ,162061,1974.0,3305,2020-07-27T14:16:42.667
2020-10-05T00:00:00.000,AZ,221188,317.0,5707,2020-10-06T13:33:58.026
2021-02-05T00:00:00.000,AZ,776082,3829.0,13948,2021-02-06T16:05:17.977
2020-04-17T00:00:00.000,AZ,4507,273.0,169,2020-04-17T16:22:39.452
2021-04-10T00:00:00.000,AZ,849021,819.0,17092,2021-04-11T13:50:11.988
2020-03-06T00:00:00.000,AZ,3,0.0,0,2020-03-26T16:22:39.452
2021-10-01T00:00:00.000,AZ,1097225,3642.0,20039,2021-10-02T13:37:53.374
2020-09-30T00:00:00.000,AZ,218620,324.0,5650,2020-10-01T13:42:11.951
2021-04-02T00:00:00.000,AZ,843757,940.0,16989,2021-04-03T13:51:09.290
2021-01-24T00:00:00.000,AZ,722998,7220.0,12238,2021-01-25T14:42:40.885
2021-02-13T00:00:00.000,AZ,795807,1794.0,14948,2021-02-14T14:51:00.941
2020-04-26T00:00:00.000,AZ,6526,246.0,275,2020-05-25T15:38:40.000
2021-06-24T00:00:00.000,AZ,891649,626.0,17875,2021-06-25T15:01:46.833
2020-02-02T00:00:00.000,AZ,1,0.0,0,2020-03-26T16:22:39.452
2021-09-03T00:00:00.000,AZ,1023935,3802.0,18959,2021-09-04T13:18:29.647
2021-04-08T00:00:00.000,AZ,847525,670.0,17055,2021-04-09T14:11:49.640
2021-05-16T00:00:00.000,AZ,872978,482.0,17466,2021-05-17T14:13:39.052
2020-02-20T00:00:00.000,AZ,1,0.0,0,2020-03-26T16:22:39.452
2020-05-18T00:00:00.000,AZ,14170,233.0,686,2020-05-19T15:45:23.000
2020-12-06T00:00:00.000,AZ,364553,5379.0,6950,2020-12-07T14:38:33.257
2020-05-11T00:00:00.000,AZ,11380,261.0,542,2020-05-12T17:26:08.000
2021-07-22T00:00:00.000,AZ,912653,1174.0,18137,2021-07-23T13:48:31.666
2020-10-26T00:00:00.000,AZ,239103,802.0,5875,2020-10-27T13:47:53.687
2020-04-22T00:00:00.000,AZ,5459,208.0,229,2020-04-22T16:22:39.452
2020-05-16T00:00:00.000,AZ,13631,462.0,679,2020-05-17T15:27:46.000
2020-06-29T00:00:00.000,AZ,74553,626.0,1588,2020-06-30T15:27:33.712
2020-11-16T00:00:00.000,AZ,277129,1479.0,6302,2020-11-17T14:52:47.621
2020-08-23T00:00:00.000,AZ,198178,209.0,4771,2020-08-24T13:54:34.344
2021-05-03T00:00:00.000,AZ,864579,652.0,17344,2021-05-04T14:00:10.529
2021-02-07T00:00:00.000,AZ,781103,1547.0,14048,2021-02-08T14:53:12.094
2020-09-20T00:00:00.000,AZ,214018,365.0,5476,2020-09-21T13:47:41.215
2020-10-27T00:00:00.000,AZ,240262,1159.0,5891,2020-10-28T13:52:28.313
2020-12-09T00:00:00.000,AZ,382887,4447.0,7081,2020-12-10T14:50:16.790
2020-11-19T00:00:00.000,AZ,287451,4126.0,6384,2020-11-20T15:06:16.717
2020-03-28T00:00:00.000,AZ,773,108.0,15,2020-03-28T16:22:39.452
2020-07-01T00:00:00.000,AZ,84114,4878.0,1720,2020-07-02T15:10:03.527
2021-09-25T00:00:00.000,AZ,1081790,2916.0,19806,2021-09-27T13:21:43.831
2021-01-21T00:00:00.000,AZ,700357,9401.0,11772,2021-01-22T14:51:49.095
2020-08-19T00:00:00.000,AZ,195628,638.0,4634,2020-08-20T15:11:45.225
2020-10-13T00:00:00.000,AZ,226860,685.0,5767,2020-10-14T13:28:39.858
2021-09-16T00:00:00.000,AZ,1058774,2855.0,19360,2021-09-17T13:28:36.627
2021-04-26T00:00:00.000,AZ,859487,750.0,17268,2021-04-27T13:56:18.063
2020-07-20T00:00:00.000,AZ,145224,1560.0,2784,2020-07-21T14:50:17.717
2021-09-06T00:00:00.000,AZ,1032808,2378.0,18999,2021-09-07T15:14:40.815
2020-02-17T00:00:00.000,AZ,1,0.0,0,2020-03-26T16:22:39.452
2020-11-17T00:00:00.000,AZ,280116,2987.0,6312,2020-11-18T14:57:46.366
2020-03-19T00:00:00.000,AZ,44,17.0,0,2020-03-26T16:22:39.452
2021-04-29T00:00:00.000,AZ,861653,881.0,17305,2021-04-30T13:40:40.346
2021-09-28T00:00:00.000,AZ,1087451,1123.0,19920,2021-09-29T15:04:06.936
2020-06-21T00:00:00.000,AZ,52402,2593.0,1339,2020-06-22T15:24:02.542
2020-05-05T00:00:00.000,AZ,9305,386.0,395,2020-05-06T16:23:08.000
2020-10-06T00:00:00.000,AZ,222053,865.0,5713,2020-10-07T13:45:01.309
2021-06-14T00:00:00.000,AZ,887146,394.0,17768,2021-06-15T14:44:13.999
2021-05-23T00:00:00.000,AZ,876732,321.0,17555,2021-05-24T13:46:58.626
2020-09-21T00:00:00.000,AZ,214355,337.0,5478,2020-09-22T13:51:57.795
2021-04-18T00:00:00.000,AZ,853761,711.0,17153,2021-04-19T15:04:26.482
2021-06-16T00:00:00.000,AZ,888005,436.0,17791,2021-06-17T14:38:09.485
2020-02-04T00:00:00.000,AZ,1,0.0,0,2020-03-26T16:22:39.452
2020-03-26T00:00:00.000,AZ,508,107.0,8,2020-03-26T16:22:39.452
2020-03-12T00:00:00.000,AZ,9,0.0,0,2020-03-26T16:22:39.452
2020-05-09T00:00:00.000,AZ,10960,434.0,532,2020-05-10T21:26:08.000
2020-02-27T00:00:00.000,AZ,1,0.0,0,2020-03-26T16:22:39.452
2020-01-23T00:00:00.000,AZ,0,0.0,0,2020-03-26T16:22:39.452
2020-11-24T00:00:00.000,AZ,307109,4547.0,6515,2020-11-25T14:53:15.184
2020-10-04T00:00:00.000,AZ,220871,356.0,5706,2020-10-05T13:49:47.107
2021-02-10T00:00:00.000,AZ,789720,1980.0,14462,2021-02-11T14:50:55.787
2020-07-24T00:00:00.000,AZ,156346,3358.0,3142,2020-07-25T17:40:06.519
2021-08-18T00:00:00.000,AZ,972925,2402.0,18504,2021-08-19T15:10:12.702
2020-04-14T00:00:00.000,AZ,3806,104.0,131,2020-04-13T16:22:39.452
2021-03-20T00:00:00.000,AZ,836390,735.0,16733,2021-03-21T13:54:01.052
2021-07-06T00:00:00.000,AZ,897910,900.0,18000,2021-07-07T14:48:49.531
2021-01-01T00:00:00.000,AZ,530622,10063.0,9015,2021-01-02T14:50:51.219
2020-04-29T00:00:00.000,AZ,7202,254.0,254,2020-04-30T16:07:01.546
2021-06-29T00:00:00.000,AZ,894106,546.0,17930,2021-06-30T14:11:39.088
2021-08-26T00:00:00.000,AZ,998164,3428.0,18661,2021-08-27T14:08:03.941
2020-11-26T00:00:00.000,AZ,314573,3479.0,6568,2020-11-27T15:07:59.229
2021-09-14T00:00:00.000,AZ,1053487,2609.0,19304,2021-09-15T14:35:57.330
2021-07-15T00:00:00.000,AZ,904865,1014.0,18083,2021-07-16T14:03:13.679
2020-09-12T00:00:00.000,AZ,208223,606.0,5315,2020-09-13T16:17:15.117
2021-06-27T00:00:00.000,AZ,893147,436.0,17913,2021-06-28T15:02:46.769
2020-06-30T00:00:00.000,AZ,79236,4683.0,1632,2020-07-01T15:45:16.790
2020-10-16T00:00:00.000,AZ,229615,739.0,5806,2020-10-17T14:09:18.876
2021-01-22T00:00:00.000,AZ,708459,8102.0,12001,2021-01-23T14:50:13.435
2020-10-09T00:00:00.000,AZ,224206,684.0,5746,2020-10-10T13:30:17.102
2021-05-28T00:00:00.000,AZ,879909,807.0,17609,2021-05-29T13:33:02.981
2020-11-14T00:00:00.000,AZ,273264,3479.0,6300,2020-11-15T15:12:13.050
2020-02-19T00:00:00.000,AZ,1,0.0,0,2020-03-26T16:22:39.452
2021-08-04T00:00:00.000,AZ,935647,2286.0,18289,2021-08-05T14:32:13.471
2020-09-08T00:00:00.000,AZ,206136,82.0,5221,2020-09-09T13:47:50.836
2020-11-27T00:00:00.000,AZ,318888,4315.0,6588,2020-11-28T14:46:47.693
2020-10-17T00:00:00.000,AZ,230537,922.0,5824,2020-10-18T13:26:54.146
2021-05-26T00:00:00.000,AZ,878338,656.0,17576,2021-05-27T13:41:41.416
2020-05-12T00:00:00.000,AZ,11736,356.0,562,2020-05-13T15:26:08.000
2020-02-28T00:00:00.000,AZ,1,0.0,0,2020-03-26T16:22:39.452
2021-05-15T00:00:00.000,AZ,872496,474.0,17459,2021-05-16T13:46:12.437
2021-03-04T00:00:00.000,AZ,821733,1154.0,16185,2021-03-05T16:11:33.097
2021-06-02T00:00:00.000,AZ,882369,915.0,17648,2021-06-03T15:22:54.120
2020-08-30T00:00:00.000,AZ,201743,375.0,5030,2020-08-31T14:05:56.401
2020-07-09T00:00:00.000,AZ,112701,4058.0,2038,2020-07-10T15:35:06.524
2021-06-04T00:00:00.000,AZ,883037,346.0,17673,2021-06-05T13:49:07.740
2020-03-16T00:00:00.000,AZ,18,5.0,0,2020-03-26T16:22:39.452
2020-04-02T00:00:00.000,AZ,1598,185.0,32,2020-04-01T16:22:39.452
2021-04-21T00:00:00.000,AZ,855804,649.0,17199,2021-04-22T13:56:30.011
2020-08-06T00:00:00.000,AZ,183705,1445.0,4002,2020-08-07T23:57:59.479
2020-10-28T00:00:00.000,AZ,241306,1044.0,5905,2020-10-29T14:11:33.577
2020-03-24T00:00:00.000,AZ,326,73.0,5,2020-03-26T16:22:39.452
2020-09-14T00:00:00.000,AZ,208822,214.0,5322,2020-09-15T14:03:59.985
2020-07-04T00:00:00.000,AZ,94578,2696.0,1805,2020-07-05T15:00:14.391
2021-01-25T00:00:00.000,AZ,728322,5324.0,12239,2021-01-26T14:46:01.604
2020-04-13T00:00:00.000,AZ,3702,163.0,122,2020-04-12T16:22:39.452
2021-05-18T00:00:00.000,AZ,874065,619.0,17480,2021-05-19T14:37:49.094
2021-04-23T00:00:00.000,AZ,857347,896.0,17238,2021-04-24T14:22:34.654
2021-05-20T00:00:00.000,AZ,875195,590.0,17509,2021-05-21T14:08:46.635
2020-12-02T00:00:00.000,AZ,341244,3843.0,6739,2020-12-03T15:21:08.669
2020-02-11T00:00:00.000,AZ,1,0.0,0,2020-03-26T16:22:39.452
2021-03-11T00:00:00.000,AZ,831090,1835.0,16464,2021-03-12T15:20:13.190
2021-02-17T00:00:00.000,AZ,801551,1318.0,15063,2021-02-18T14:43:57.648
2021-06-01T00:00:00.000,AZ,881454,4.0,17628,2021-06-02T14:35:40.709
2020-03-21T00:00:00.000,AZ,104,41.0,1,2020-03-26T16:22:39.452
2020-06-11T00:00:00.000,AZ,31266,1413.0,1127,2020-06-12T14:17:59.811
2021-07-23T00:00:00.000,AZ,914132,1479.0,18144,2021-07-24T14:21:11.369
2020-11-06T00:00:00.000,AZ,254951,1999.0,6109,2020-11-07T14:45:17.940
2021-07-10T00:00:00.000,AZ,900636,807.0,18029,2021-07-12T13:16:46.339
2021-01-10T00:00:00.000,AZ,618928,11204.0,10141,2021-01-11T15:01:02.286
2020-06-15T00:00:00.000,AZ,36711,1015.0,1194,2020-06-16T14:10:11.939
2021-04-14T00:00:00.000,AZ,851265,419.0,17109,2021-04-15T13:58:27.750
2020-08-01T00:00:00.000,AZ,177075,3013.0,3747,2020-08-02T14:54:37.126
2020-03-23T00:00:00.000,AZ,253,101.0,2,2020-03-26T16:22:39.452
2021-08-05T00:00:00.000,AZ,937936,2289.0,18300,2021-08-06T14:53:58.556
2020-11-30T00:00:00.000,AZ,327076,825.0,6639,2020-12-01T15:26:07.492
2021-01-27T00:00:00.000,AZ,738994,5921.0,12643,2021-01-28T14:49:07.741
2020-04-12T00:00:00.000,AZ,3539,146.0,115,2020-04-11T16:22:39.452
2020-05-08T00:00:00.000,AZ,10526,581.0,517,2020-05-09T21:26:08.000
2020-05-25T00:00:00.000,AZ,16561,222.0,806,2020-05-26T14:23:02.020
2020-06-22T00:00:00.000,AZ,54599,2197.0,1342,2020-06-23T14:28:19.177
2020-06-06T00:00:00.000,AZ,25451,1119.0,1042,2020-06-07T14:23:35.373
2020-09-05T00:00:00.000,AZ,205604,836.0,5207,2020-09-06T14:09:04.355
2020-02-24T00:00:00.000,AZ,1,0.0,0,2020-03-26T16:22:39.452
2021-04-16T00:00:00.000,AZ,852570,845.0,17153,2021-04-17T13:58:33.309
2021-02-21T00:00:00.000,AZ,808475,1807.0,15505,2021-02-22T14:53:38.566
2020-11-20T00:00:00.000,AZ,291925,4474.0,6427,2020-11-21T14:59:41.222
2020-08-04T00:00:00.000,AZ,180561,1009.0,3845,2020-08-05T14:13:18.333
2020-11-10T00:00:00.000,AZ,263332,3437.0,6192,2020-11-11T15:15:25.262
2020-07-15T00:00:00.000,AZ,131390,3258.0,2434,2020-07-16T14:22:21.119
2021-02-18T00:00:00.000,AZ,802697,1146.0,15276,2021-02-19T15:33:51.934
2021-04-20T00:00:00.000,AZ,855155,702.0,17193,2021-04-21T14:12:05.083
2021-06-11T00:00:00.000,AZ,885834,422.0,17740,2021-06-12T14:13:34.935
2020-10-10T00:00:00.000,AZ,225101,895.0,5759,2020-10-11T13:47:22.472
2020-04-23T00:00:00.000,AZ,5769,310.0,249,2020-05-25T15:38:40.000
2020-09-03T00:00:00.000,AZ,204039,1093.0,5130,2020-09-04T13:36:16.798
2021-01-23T00:00:00.000,AZ,715778,7319.0,12170,2021-01-24T14:36:49.208
2020-10-30T00:00:00.000,AZ,244188,1566.0,5934,2020-10-31T13:30:31.395
2021-01-07T00:00:00.000,AZ,584966,9916.0,9741,2021-01-08T15:56:01.472
2020-06-12T00:00:00.000,AZ,32921,1655.0,1144,2020-06-13T17:46:26.029
2020-03-22T00:00:00.000,AZ,152,48.0,2,2020-03-26T16:22:39.452
2020-08-14T00:00:00.000,AZ,191787,928.0,4423,2020-08-15T14:02:05.619
2021-08-03T00:00:00.000,AZ,933361,1974.0,18282,2021-08-04T15:17:10.514
2020-02-12T00:00:00.000,AZ,1,0.0,0,2020-03-26T16:22:39.452
2021-04-09T00:00:00.000,AZ,848202,677.0,17062,2021-04-10T13:45:46.495
2021-09-13T00:00:00.000,AZ,1050878,2278.0,19187,2021-09-14T14:22:50.463
2021-05-12T00:00:00.000,AZ,870624,469.0,17430,2021-05-13T14:28:07.060
2020-04-21T00:00:00.000,AZ,5251,187.0,208,2020-04-21T16:22:39.452
2020-03-25T00:00:00.000,AZ,401,75.0,6,2020-03-26T16:22:39.452
2020-03-27T00:00:00.000,AZ,665,157.0,13,2020-03-26T16:22:39.452
2020-11-12T00:00:00.000,AZ,266767,1402.0,6240,2020-11-13T14:54:34.454
2020-09-23T00:00:00.000,AZ,215390,439.0,5525,2020-09-24T13:54:02.843
2020-01-28T00:00:00.000,AZ,1,0.0,0,2020-03-26T16:22:39.452
2021-04-12T00:00:00.000,AZ,850236,675.0,17086,2021-04-13T14:00:37.906
2021-07-25T00:00:00.000,AZ,917168,1508.0,18171,2021-07-26T13:52:25.259
2020-03-05T00:00:00.000,AZ,3,1.0,0,2020-03-26T16:22:39.452
2021-05-06T00:00:00.000,AZ,866623,601.0,17367,2021-05-07T13:36:40.432
2021-03-03T00:00:00.000,AZ,820579,1284.0,16089,2021-03-04T15:08:33.824
2021-05-19T00:00:00.000,AZ,874605,540.0,17497,2021-05-20T15:08:06.001
2020-03-30T00:00:00.000,AZ,1157,238.0,20,2020-03-29T16:22:39.452
2021-07-13T00:00:00.000,AZ,901906,345.0,18055,2021-07-14T14:14:34.461
2021-07-29T00:00:00.000,AZ,923204,1759.0,18200,2021-07-30T14:36:41.067
2021-03-01T00:00:00.000,AZ,818446,1039.0,15979,2021-03-02T14:54:47.223
2020-11-15T00:00:00.000,AZ,275650,2386.0,6302,2020-11-16T18:40:02.302
2020-10-31T00:00:00.000,AZ,246115,1927.0,5979,2020-11-01T15:03:08.429
2020-12-29T00:00:00.000,AZ,507568,2802.0,8640,2020-12-30T14:56:20.759
2020-12-25T00:00:00.000,AZ,487269,12941.0,8409,2020-12-26T14:34:18.488
2021-01-31T00:00:00.000,AZ,758849,5028.0,13120,2021-02-01T14:50:29.869
2021-05-24T00:00:00.000,AZ,877182,450.0,17555,2021-05-25T14:17:06.810
2021-05-11T00:00:00.000,AZ,870155,683.0,17428,2021-05-12T14:33:56.412
2021-07-19T00:00:00.000,AZ,909282,1034.0,18117,2021-07-20T14:48:47.072
2020-10-22T00:00:00.000,AZ,235041,995.0,5859,2020-10-23T13:44:31.471
2020-04-07T00:00:00.000,AZ,2575,119.0,73,2020-04-07T16:22:39.452
2020-05-07T00:00:00.000,AZ,9945,238.0,450,2020-05-08T21:26:08.000
2021-09-02T00:00:00.000,AZ,1020133,3470.0,18879,2021-09-03T13:38:30.847
2020-10-14T00:00:00.000,AZ,227762,902.0,5772,2020-10-15T13:30:46.649
2020-07-11T00:00:00.000,AZ,119962,3039.0,2151,2020-07-12T15:13:57.799
2021-07-01T00:00:00.000,AZ,895347,472.0,17939,2021-07-02T13:55:07.236
2020-07-18T00:00:00.000,AZ,141304,2781.0,2730,2020-07-19T15:05:47.084
2020-12-15T00:00:00.000,AZ,424686,4137.0,7422,2020-12-16T14:28:57.146
2020-08-11T00:00:00.000,AZ,188800,1215.0,4199,2020-08-12T13:50:14.465
2021-06-22T00:00:00.000,AZ,890533,422.0,17858,2021-06-23T15:24:06.521
2021-04-22T00:00:00.000,AZ,856451,647.0,17221,2021-04-23T13:57:50.369
2020-12-03T00:00:00.000,AZ,346689,5445.0,6821,2020-12-04T15:00:59.537
2021-02-16T00:00:00.000,AZ,800233,1135.0,14981,2021-02-17T14:51:58.706
2020-05-24T00:00:00.000,AZ,16339,300.0,800,2020-05-25T14:12:49.524
2020-09-10T00:00:00.000,AZ,207095,462.0,5273,2020-09-11T13:51:03.398
2020-02-25T00:00:00.000,AZ,1,0.0,0,2020-03-26T16:22:39.452
2021-04-17T00:00:00.000,AZ,853050,480.0,17151,2021-04-18T13:41:35.271
2020-05-30T00:00:00.000,AZ,19255,790.0,903,2020-05-31T14:43:17.781
2021-02-04T00:00:00.000,AZ,772253,4420.0,13752,2021-02-05T14:54:41.938
2020-08-25T00:00:00.000,AZ,199350,860.0,4792,2020-08-26T13:51:40.521
2021-03-19T00:00:00.000,AZ,835655,423.0,16691,2021-03-20T14:03:21.260
2020-03-07T00:00:00.000,AZ,5,2.0,0,2020-03-26T16:22:39.452
2020-05-03T00:00:00.000,AZ,8640,276.0,362,2020-05-04T22:49:24.344
2020-03-31T00:00:00.000,AZ,1289,132.0,24,2020-03-30T16:22:39.452
2021-07-04T00:00:00.000,AZ,896960,442.0,17979,2021-07-05T14:30:02.367
2020-09-18T00:00:00.000,AZ,213043,1283.0,5451,2020-09-19T14:00:26.273
2020-05-14T00:00:00.000,AZ,12674,498.0,624,2020-05-15T16:11:22.000
2021-03-25T00:00:00.000,AZ,838612,138.0,16874,2021-03-26T14:14:54.115
2020-06-27T00:00:00.000,AZ,70069,3594.0,1579,2020-06-28T14:59:02.728
2020-03-29T00:00:00.000,AZ,919,146.0,17,2020-03-28T16:22:39.452
2021-03-29T00:00:00.000,AZ,841117,604.0,16918,2021-03-30T14:06:13.038
2021-02-27T00:00:00.000,AZ,816332,1179.0,15967,2021-02-28T14:48:18.530
2021-03-10T00:00:00.000,AZ,829255,830.0,16404,2021-03-11T15:36:21.295
2020-10-08T00:00:00.000,AZ,223522,864.0,5743,2020-10-09T13:43:36.023
2020-02-10T00:00:00.000,AZ,1,0.0,0,2020-03-26T16:22:39.452
2021-07-14T00:00:00.000,AZ,903851,1945.0,18076,2021-07-15T14:29:47.308
2020-12-10T00:00:00.000,AZ,387818,4931.0,7154,2020-12-11T15:06:51.565
2020-11-23T00:00:00.000,AZ,302562,2662.0,6464,2020-11-24T15:27:55.668
2020-04-05T00:00:00.000,AZ,2269,250.0,64,2020-04-04T16:22:39.452
2021-09-07T00:00:00.000,AZ,1034790,1982.0,19053,2021-09-08T15:20:52.224
2021-08-29T00:00:00.000,AZ,1007854,2090.0,18787,2021-08-30T14:26:22.672
2020-11-09T00:00:00.000,AZ,259895,438.0,6164,2020-11-10T14:45:45.196
2020-04-19T00:00:00.000,AZ,4929,210.0,184,2020-04-19T16:22:39.452
2020-08-24T00:00:00.000,AZ,198490,312.0,4771,2020-08-25T14:02:54.539
2020-09-19T00:00:00.000,AZ,213653,610.0,5467,2020-09-20T13:53:10.094
2020-10-02T00:00:00.000,AZ,219878,552.0,5693,2020-10-03T13:39:53.719
2021-05-09T00:00:00.000,AZ,868830,448.0,17409,2021-05-10T14:15:36.155
2020-01-27T00:00:00.000,AZ,1,0.0,0,2020-03-26T16:22:39.452
2020-12-11T00:00:00.000,AZ,394804,6986.0,7245,2020-12-12T14:59:37.544
